City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,sonoita,31.85,-112.8333,56.19,28,0,7.11,MX,1675826331
368,aksakovo,43.25,27.8167,29.53,80,34,6.91,BG,1675826332
369,celestun,20.8667,-90.4,78.58,67,22,13.31,MX,1675826332
370,balsas,-7.5325,-46.0356,74.03,90,99,2.19,BR,1675826332
371,miraflores,19.2167,-98.8083,65.03,54,0,3.36,MX,1675826333
372,cockburn town,21.4612,-71.1419,77.88,74,0,23.55,TC,1675826333
373,sibu,2.3,111.8167,84.51,79,40,4.61,MY,1675826333
374,quatre cocos,-20.2078,57.7625,78.91,80,38,15.39,MU,1675826334
375,moree,-29.4667,149.85,89.19,31,65,8.61,AU,1675826334
376,oni,42.5794,43.4425,24.78,92,100,3.6,GE,1675826334
377,saint-esteve,42.7131,2.843,47.55,87,20,5.75,FR,1675826335
378,norman,35.2226,-97.4395,40.64,94,100,12.66,US,1675826207
379,jadu,31.953,12.0261,45.63,63,98,21.99,LY,1675826335
380,moen,69.1304,18.6123,38.12,70,20,5.75,NO,1675826335
381,abramovka,51.1886,41.0202,7.05,94,21,9.33,RU,1675826336
382,pasni,25.2631,63.471,69.84,61,2,5.1,PK,1675826336
383,sola,-13.8833,167.55,84.87,84,100,0.0,VU,1675826336
384,waddan,29.1614,16.139,49.39,54,96,17.83,LY,1675826337
385,thaba-tseka,-29.522,28.6084,54.75,89,100,3.51,LS,1675826337
386,inhambane,-23.865,35.3833,77.52,88,7,5.86,MZ,1675826337
387,borovichi,58.3878,33.9155,24.57,91,100,9.51,RU,1675826338
388,mosquera,4.7059,-74.2302,55.49,76,40,3.44,CO,1675826338
389,waipawa,-41.4122,175.5153,67.87,58,20,3.83,NZ,1675826173
390,collie,-33.3667,116.15,83.68,32,0,5.53,AU,1675826339
391,mount gambier,-37.8333,140.7667,73.53,44,14,11.39,AU,1675826339
392,imbituba,-28.24,-48.6703,71.38,89,21,6.06,BR,1675826339
393,onega,63.9061,38.1404,31.5,98,100,10.42,RU,1675826340
394,shingu,33.7333,135.9833,59.05,35,5,5.53,JP,1675826043
395,moose factory,51.2585,-80.6094,3.2,66,0,12.66,CA,1675826340
396,shangrao,28.4532,117.9686,51.03,93,100,9.08,CN,1675826340
397,fortuna,40.5982,-124.1573,50.99,85,100,3.44,US,1675826264
398,nanortalik,60.1432,-45.2371,4.53,73,9,18.95,GL,1675826341
399,caravelas,-17.7125,-39.2481,76.82,83,6,7.0,BR,1675826334
400,dunedin,-45.8742,170.5036,61.25,46,71,17.72,NZ,1675826341
401,ibra,22.6906,58.5334,64.62,56,56,1.88,OM,1675826342
402,nioro,13.35,-15.75,73.53,19,27,7.49,GM,1675826291
403,rocha,-34.4833,-54.3333,69.21,82,28,7.67,UY,1675826342
404,mandurah,-32.55,115.7,82.06,52,0,9.6,AU,1675826343
405,isla vista,34.4133,-119.861,62.29,59,0,0.0,US,1675826329
406,yermakovskoye,53.2831,92.4003,15.62,93,100,3.44,RU,1675826344
407,taoudenni,22.6783,-3.9836,62.78,21,100,11.9,ML,1675826344
408,ambon,-3.6954,128.1814,91.54,55,20,10.36,ID,1675826324
409,talaya,61.3833,152.75,-30.64,94,99,1.97,RU,1675826345
410,lienz,46.8289,12.769,18.9,77,4,4.16,AT,1675826345
411,dmitriyevka,54.75,55.3333,-4.45,100,100,3.04,RU,1675826346
412,damaturu,11.747,11.9608,64.72,29,45,8.48,NG,1675826346
413,kupang,-10.1667,123.5833,88.38,74,40,11.5,ID,1675826348
414,saratoga springs,43.0831,-73.7846,37.18,79,85,3.0,US,1675826077
415,magistralnyy,56.1725,107.4458,5.11,91,100,4.81,RU,1675826350
416,todos santos,23.45,-110.2167,67.66,57,98,10.85,MX,1675826351
417,lichtenburg,-26.152,26.1597,60.62,91,100,6.55,ZA,1675826352
418,nowy dwor mazowiecki,52.4302,20.7165,31.28,88,75,4.61,PL,1675826353
419,haines junction,60.7522,-137.5108,11.61,99,31,4.03,CA,1675826114
420,cedar city,37.6775,-113.0619,29.39,86,0,4.61,US,1675825483
421,aswan,24.0934,32.907,48.88,44,30,9.42,EG,1675826354
422,bowen,-20.0167,148.2333,83.52,74,100,18.39,AU,1675826356
423,viedma,-40.8135,-62.9967,67.14,62,37,8.37,AR,1675826357
424,nortelandia,-14.4547,-56.8028,72.79,93,46,2.21,BR,1675826357
425,awbari,26.5921,12.7805,53.83,35,96,13.44,LY,1675826358
426,toamasina,-18.1667,49.3833,75.2,94,75,4.61,MG,1675826358
427,shar,49.5886,81.0453,-1.84,100,100,2.26,KZ,1675826359
428,wagar,16.1525,36.2032,64.38,72,3,16.6,SD,1675826360
429,harper,4.375,-7.7169,78.69,85,100,6.42,LR,1675826360
430,wanparti,16.3667,78.0667,76.44,48,68,2.59,IN,1675826362
431,mandalgovi,45.7625,106.2708,13.75,77,96,6.93,MN,1675826362
432,taltal,-25.4,-70.4833,70.5,79,7,4.03,CL,1675826364
433,guerrero negro,27.9769,-114.0611,62.38,35,0,7.54,MX,1675826262
434,provideniya,64.3833,-173.3,-3.89,71,100,6.71,RU,1675826368
435,yarada,17.65,83.2667,71.92,100,20,3.44,IN,1675826369
436,port blair,11.6667,92.75,82.44,69,40,10.36,IN,1675826371
437,porto san giorgio,43.1827,13.7934,37.99,63,36,4.23,IT,1675826372
438,puerto palomas,31.7667,-107.6167,45.37,46,35,11.56,MX,1675826373
439,banda aceh,5.5577,95.3222,81.43,76,99,11.54,ID,1675826374
440,corsicana,32.0954,-96.4689,57.74,93,100,6.91,US,1675826375
441,yudong,29.385,106.5194,57.79,75,100,1.68,CN,1675826376
442,benghazi,32.1167,20.0667,54.55,56,77,8.66,LY,1675826376
443,luderitz,-26.6481,15.1594,65.17,82,19,19.01,NA,1675826377
444,sioux lookout,50.1001,-91.917,17.67,73,40,8.05,CA,1675826205
445,new iberia,30.0035,-91.8187,69.87,86,72,6.96,US,1675826378
446,casino,-28.8667,153.05,81.79,54,100,5.97,AU,1675826378
447,hua hin,12.5707,99.9588,86.9,94,20,4.61,TH,1675826196
448,kumertau,52.7667,55.7833,-7.2,100,99,6.26,RU,1675826378
449,hue,16.4667,107.6,78.91,78,75,2.3,VN,1675826128
450,champerico,14.3,-91.9167,78.1,71,6,4.83,GT,1675826379
451,fare,-16.7,-151.0167,80.74,70,9,10.07,PF,1675826379
452,hofn,64.2539,-15.2082,32.85,60,100,18.3,IS,1675826214
453,onda,39.9667,-0.25,48.33,89,67,6.85,ES,1675826380
454,manaure,11.7751,-72.4445,76.95,77,0,17.07,CO,1675826380
455,igarka,67.4667,86.5833,-8.09,100,98,2.51,RU,1675826307
456,misratah,32.3754,15.0925,55.42,64,99,14.94,LY,1675826381
457,riverton,40.5219,-111.9391,34.34,81,0,4.61,US,1675826381
458,laval,45.57,-73.692,34.79,92,100,8.01,CA,1675825758
459,leh,34.1667,77.5833,-0.51,65,10,2.39,IN,1675826382
460,westport,41.1415,-73.3579,41.56,86,100,3.44,US,1675826382
461,raudeberg,61.9875,5.1352,43.95,74,90,35.79,NO,1675826334
462,belize,17.25,-88.75,73.72,99,45,3.18,BZ,1675826241
463,pemangkat,1.1667,108.9667,81.43,76,92,3.15,ID,1675826383
464,dzhebariki-khaya,62.2167,135.8,-34.83,95,97,1.41,RU,1675826383
465,yar-sale,66.8333,70.8333,6.31,83,100,21.79,RU,1675826383
466,omboue,-1.5746,9.2618,76.89,89,100,5.32,GA,1675826168
467,candido mendes,-1.4467,-45.7167,75.47,95,100,1.92,BR,1675826218
468,cameron park,38.6688,-120.9872,50.45,78,80,2.3,US,1675826092
469,lunglei,22.8833,92.7333,67.33,33,0,1.54,IN,1675826107
470,ustka,54.5805,16.8619,25.65,83,100,9.4,PL,1675826133
471,vila velha,-20.3297,-40.2925,76.95,90,40,2.3,BR,1675826385
472,kalabagh,32.965,71.557,59.54,30,100,2.33,PK,1675826385
473,vera cruz,-12.6333,-41.0333,67.57,71,1,5.28,BR,1675826385
474,necochea,-38.5473,-58.7368,72.23,77,13,14.14,AR,1675826386
475,hay river,60.8156,-115.7999,1.81,95,100,5.95,CA,1675826152
476,cabra,37.4725,-4.4421,43.61,90,100,1.52,ES,1675826386
477,uyar,55.81,94.3153,13.69,88,98,4.68,RU,1675826387
478,marau,-28.4492,-52.2,63.99,67,0,5.1,BR,1675826387
479,antofagasta,-23.65,-70.4,70.88,81,100,4.7,CL,1675826387
480,palana,59.1167,159.9667,-10.88,94,97,11.54,RU,1675826388
481,puerto del rosario,28.5004,-13.8627,55.15,76,0,8.05,ES,1675826388
482,novyy urengoy,66.0833,76.6333,-9.22,97,84,9.04,RU,1675826388
483,dhrangadhra,22.9833,71.4667,70.07,25,3,4.76,IN,1675826389
484,atambua,-9.1061,124.8925,82.08,71,48,4.36,ID,1675826389
485,rognan,67.0953,15.3878,42.94,83,97,11.56,NO,1675826390
486,taszar,46.3747,17.9059,25.48,63,6,3.53,HU,1675826390
487,chimore,-16.9833,-65.1333,71.92,99,100,1.74,BO,1675826390
488,venado tuerto,-33.7456,-61.9688,77.77,32,0,3.96,AR,1675826391
489,kashi,39.4547,75.9797,33.01,40,0,11.18,CN,1675826391
490,adamovka,51.5223,59.9396,-2.87,100,99,8.52,RU,1675826392
491,bathsheba,13.2167,-59.5167,75.81,88,40,11.5,BB,1675826392
492,makinsk,52.6292,70.4169,5.27,97,100,3.87,KZ,1675826392
493,pangody,65.85,74.4859,-5.85,95,81,11.61,RU,1675826393
494,el reno,35.5323,-97.955,39.96,87,100,12.66,US,1675826295
495,waingapu,-9.6567,120.2641,83.73,75,61,12.35,ID,1675826393
496,jinxiang,27.4327,120.6062,50.97,88,100,11.18,CN,1675826394
497,goderich,43.7501,-81.7165,35.92,87,100,9.22,CA,1675826394
498,praia da vitoria,38.7333,-27.0667,55.65,76,75,11.14,PT,1675826394
499,kabare,-2.4683,28.8242,61.07,88,89,1.86,CD,1675826395
500,vila franca do campo,37.7167,-25.4333,55.81,78,92,10.11,PT,1675826395
501,olinda,-8.0089,-34.8553,76.73,73,20,3.44,BR,1675826395
502,camacari,-12.6975,-38.3242,80.37,84,86,6.17,BR,1675826396
503,tabou,4.423,-7.3528,78.58,86,100,6.04,CI,1675826396
504,mogadishu,2.0371,45.3438,75.79,85,14,15.21,SO,1675826396
505,dodge city,37.7528,-100.0171,37.22,64,0,0.0,US,1675826397
506,sampit,-2.5333,112.95,88.43,59,100,2.53,ID,1675826397
507,iracoubo,5.4802,-53.2011,75.07,91,70,9.42,GF,1675826398
508,hyeres,43.1167,6.1167,45.73,64,75,8.05,FR,1675826398
509,pangoa,-12.1167,-73.0,68.09,99,63,0.83,PE,1675826398
510,sitka,57.0531,-135.33,35.49,80,75,5.75,US,1675826399
511,trairi,-3.2778,-39.2689,77.88,79,100,7.81,BR,1675826292
512,turcoaia,45.1167,28.1833,25.52,87,54,12.26,RO,1675826399
513,pierre,44.3683,-100.351,36.86,74,0,5.75,US,1675826243
514,balikpapan,-1.2675,116.8289,86.99,62,75,6.91,ID,1675826358
515,bama,11.5221,13.6856,66.43,46,39,5.88,NG,1675826162
516,santana,-0.0583,-51.1817,75.38,100,40,2.3,BR,1675826400
517,jalu,29.0331,21.5482,48.27,59,74,6.46,LY,1675826401
518,tura,25.5198,90.2201,68.07,41,96,1.9,IN,1675826401
519,dharchula,29.85,80.5333,55.42,20,0,4.38,IN,1675826403
520,ambo,-10.1308,-76.2047,59.94,93,56,3.13,PE,1675826404
521,havre-saint-pierre,50.2334,-63.5986,21.2,73,100,9.22,CA,1675826204
522,nara,34.6851,135.8049,52.92,55,43,9.84,JP,1675826406
523,egvekinot,66.3167,-179.1667,-22.11,87,87,9.13,RU,1675826407
524,garowe,8.4054,48.4845,65.7,92,44,6.67,SO,1675826424
525,nisia floresta,-6.0911,-35.2086,74.21,80,82,6.08,BR,1675826346
526,bethanien,-26.502,17.1583,70.16,56,30,4.12,NA,1675826426
527,asau,46.4333,26.4,22.12,96,98,4.83,RO,1675826431
528,dhidhdhoo,6.8833,73.1,80.2,72,59,8.88,MV,1675826433
529,alwar,27.5667,76.6,59.92,39,0,3.42,IN,1675826433
530,mayumba,-3.432,10.6554,76.66,87,94,2.93,GA,1675826434
531,kaitangata,-46.2817,169.8464,58.91,49,18,14.99,NZ,1675826434
532,beira,-19.8436,34.8389,77.09,100,20,4.61,MZ,1675826435
533,along,28.1667,94.7667,55.2,92,100,1.72,IN,1675826435
534,arima,10.6333,-61.2833,74.73,88,20,0.0,TT,1675826435
535,raglan,-37.8,174.8833,76.44,70,25,12.86,NZ,1675826437
536,uray,60.1247,64.7758,-5.94,100,98,6.04,RU,1675826438
537,kalemie,-5.9475,29.1947,69.37,81,100,3.62,CD,1675826438
538,santana do livramento,-30.8908,-55.5328,74.89,37,0,3.76,BR,1675826439
539,susanino,58.1461,41.5872,11.5,96,99,8.01,RU,1675826439
540,bonavista,48.6499,-53.1147,25.09,69,92,22.03,CA,1675826439
541,tyrma,50.0833,132.1667,-5.91,73,11,3.78,RU,1675826440
542,kinston,35.2627,-77.5816,52.12,71,0,8.05,US,1675826440
543,tuatapere,-46.1333,167.6833,56.8,56,58,16.2,NZ,1675826441
544,bukachacha,52.9833,116.9167,8.4,66,3,2.24,RU,1675826441
545,beitbridge,-22.2167,30.0,74.89,71,55,6.67,ZW,1675826442
546,russell,32.3502,-85.1999,61.83,81,0,0.0,US,1675826396
547,kabalo,-6.05,26.9167,67.68,96,100,3.69,CD,1675826442
548,juegang,32.3174,121.1855,47.98,68,97,12.5,CN,1675826443
549,saint anthony,45.0205,-93.218,29.82,81,0,6.91,US,1675826444
550,plattsburgh,44.6995,-73.4529,37.72,71,100,12.66,US,1675826444
551,grand gaube,-20.0064,57.6608,79.2,79,24,5.99,MU,1675826444
552,naliya,23.2667,68.8333,68.32,56,24,5.48,IN,1675826445
